osm_wid,osm_nid_1,osm_nid_2,linkuse,comment
w6493900,osm6898831330,osm4272141009
w6493900,osm1052709790,osm6898831330
w6521075,osm796674146,osm53135596
w6521075,osm53084592,osm796674146
w6521075,osm6902707573,osm53084592
w6521075,osm53091684,osm6902707573
w6521075,osm53174314,osm53091684
w6521075,osm796660850,osm53174314
w6521075,osm53252643,osm796660850
w29198142,osm3801669662,osm53048846
w29252495,osm2501227138,osm4272180373
w29252495,osm6127378392,osm2501227138
w29252495,osm53217134,osm6127378392
w29252495,osm7132605453,osm53217134
w29252495,osm2501224454,osm7132605453
w29252495,osm1632149759,osm2501224454
w29252495,osm53141528,osm1632149759
w29252495,osm53191528,osm53141528
w29252495,osm4272180374,osm53191528
w30143734,osm7173683266,osm53100935
w30143734,osm3682698107,osm7173683266
w30143734,osm6097094640,osm3682698107
w30143734,osm3735501408,osm6097094640
w30143734,osm332178519,osm3735501408
w30143734,osm332178520,osm332178519
w30143734,osm2493133614,osm332178520
w30143734,osm7165167848,osm2493133614
w30143734,osm332178521,osm7165167848
w31091075,osm6908967855,osm4272219831
w31091075,osm6946335478,osm6908967855
w31091075,osm53101051,osm6946335478
w31091075,osm321709193,osm53101051
w47338561,osm7313622601,osm53206031
w47338561,osm53052405,osm7313622601
w47338562,osm4272141007,osm602854096
w60431056,osm752210733,osm752210775
w60431056,osm752210691,osm752210733
w60431056,osm6199263535,osm752210691
w60431056,osm6898758474,osm6199263535
w60431056,osm752210663,osm6898758474
w89382679,osm3940750553,osm1036690323
w89382679,osm2298864452,osm3940750553
w89382679,osm2298864462,osm2298864452
w93394090,osm1117301838,osm1082877364
w93394090,osm1082877387,osm1117301838
w93394091,osm1082877367,osm1082881764
w93394091,osm4488084017,osm1082877367
w93394091,osm2563978829,osm4488084017
w93394091,osm4488084018,osm2563978829
w93394091,osm1488907729,osm4488084018
w93394091,osm1082877399,osm1488907729
w95340463,osm1105703434,osm346078654
w136404346,osm1835913814,osm1082877435
w142655318,osm3801669633,osm3801669662
w142655318,osm6219028620,osm3801669633
w142655318,osm739212836,osm6219028620
w142655318,osm3801669779,osm739212836
w239091598,osm5147868528,osm6199662240
w239091598,osm352544253,osm5147868528
w239091598,osm5429902641,osm352544253
w239091598,osm6323984645,osm5429902641
w239091598,osm2672560741,osm6323984645
w239091598,osm2500980951,osm2672560741
w239091598,osm1082877423,osm2500980951
w239091598,osm1488907744,osm1082877423
w239091598,osm53091621,osm1488907744
w239091598,osm53091623,osm53091621
w239091598,osm6046905082,osm53091623
w241721283,osm4049735557,osm321548679
w241721283,osm321550016,osm4049735557
w241721283,osm3734071423,osm321550016
w241721283,osm321550017,osm3734071423
w241721283,osm3347107114,osm321550017
w241721283,osm1086545408,osm3347107114
w241721283,osm2657792786,osm1086545408
w241721283,osm1086545419,osm2657792786
w241721283,osm2500884760,osm1086545419
w241721283,osm1488880424,osm2500884760
w241721283,osm1491011789,osm1488880424
w241721283,osm1488880548,osm1491011789
w241721283,osm1488883305,osm1488880548
w241721283,osm3347107127,osm1488883305
w241721283,osm1488880231,osm3347107127
w241721283,osm1488880165,osm1488880231
w241721283,osm1488880220,osm1488880165
w241721283,osm2493127391,osm1488880220
w241721283,osm1488880564,osm2493127391
w241721283,osm327737720,osm1488880564
w241721283,osm6899437376,osm327737720
w241721283,osm4727460580,osm6899437376
w241721283,osm320996844,osm4727460580
w241721283,osm6899437377,osm320996844
w241721283,osm53247733,osm6899437377
w242637793,osm4751736334,osm5187800472
w242637793,osm321405918,osm4751736334
w242639817,osm347249273,osm752210744
w242639817,osm347249342,osm347249273
w242639817,osm6199662234,osm347249342
w249846740,osm2563978831,osm1082877435
w249846740,osm2563978833,osm2563978831
w249846740,osm4274827327,osm2563978833
w249846740,osm2563978835,osm4274827327
w249846740,osm2563978837,osm2563978835
w249846740,osm2563978839,osm2563978837
w249846740,osm1082877399,osm2563978839
w249846741,osm2563978841,osm1082881763
w249846741,osm2563978843,osm2563978841
w249846741,osm3934726146,osm2563978843
w249846741,osm2563978845,osm3934726146
w249846741,osm2563978847,osm2563978845
w249846741,osm2563978848,osm2563978847
w249846741,osm2563978850,osm2563978848
w249846741,osm2563978852,osm2563978850
w249846741,osm2563978827,osm2563978852
w249846742,osm2563978863,osm2563978827
w249846742,osm2563978855,osm2563978863
w249846742,osm2563978856,osm2563978855
w249846742,osm2563978859,osm2563978856
w249846742,osm2563978861,osm2563978859
w249846742,osm6910894222,osm2563978861
w249846742,osm2563978865,osm6910894222
w249846742,osm2563978867,osm2563978865
w249846742,osm2563978869,osm2563978867
w249846742,osm1082881766,osm2563978869
w249846743,osm2563978870,osm1082877406
w249846743,osm2563978871,osm2563978870
w249846743,osm3934726738,osm2563978871
w249846743,osm2563978872,osm3934726738
w249846743,osm2563978873,osm2563978872
w249846743,osm2563978874,osm2563978873
w249846743,osm2563978903,osm2563978874
w249846743,osm2563978875,osm2563978903
w249846743,osm2563978876,osm2563978875
w249846744,osm6198997576,osm1082877429
w249846744,osm6198997574,osm6198997576
w249846744,osm409460061,osm6198997574
w249846745,osm2563978893,osm1082881764
w249846745,osm2563978889,osm2563978893
w249846745,osm4274827329,osm2563978889
w249846745,osm2563978891,osm4274827329
w249846745,osm1082877435,osm2563978891
w255157255,osm1491102454,osm357040781
w255157255,osm321548681,osm1491102454
w255157255,osm3679402919,osm321548681
w255157255,osm321548682,osm3679402919
w259271504,osm2502193874,osm53191556
w259271505,osm2493133613,osm53100935
w259271505,osm3222406596,osm2493133613
w259271505,osm334967225,osm3222406596
w259271505,osm7157423264,osm334967225
w259271505,osm7157423262,osm7157423264
w259271505,osm53191551,osm7157423262
w259271506,osm7157423261,osm53191551
w259271506,osm7157423270,osm7157423261
w259272335,osm6577715947,osm2300480674
w259272335,osm53252647,osm6577715947
w259272335,osm53252648,osm53252647
w259272336,osm53252650,osm53133391
w259272336,osm53252651,osm53252650
w259272336,osm3163410722,osm53252651
w259272336,osm740159704,osm3163410722
w259272336,osm740159647,osm740159704
w259272336,osm53083965,osm740159647
w260308585,osm4049735544,osm321548679
w260308585,osm327748939,osm4049735544
w260308585,osm321548680,osm327748939
w260308585,osm3731157589,osm321548680
w260308585,osm357040781,osm3731157589
w260309184,osm6899437378,osm53247733
w260309184,osm6378513308,osm6899437378
w260309184,osm6047605263,osm6378513308
w260309184,osm4278458237,osm6047605263
w260309184,osm743394838,osm4278458237
w260309184,osm4302836455,osm743394838
w260309184,osm743394818,osm4302836455
w260309184,osm743394908,osm743394818
w260310069,osm53135584,osm2657798420
w260310069,osm4272190807,osm53135584
w260310070,osm1063428302,osm2657798417
w260310070,osm53081337,osm1063428302
w260310070,osm6602050622,osm53081337
w260310070,osm740159575,osm6602050622
w260310070,osm740159694,osm740159575
w260310070,osm281302479,osm740159694
w260310070,osm2501221678,osm281302479
w260310070,osm2501221677,osm2501221678
w302505897,osm53220860,osm3218977981
w315764430,osm6217633462,osm3801669809
w315764430,osm3218977982,osm6217633462
w315764430,osm3801669691,osm3218977982
w315764431,osm829661224,osm4272164139
w315764431,osm6193024942,osm829661224
w315764431,osm3810659585,osm6193024942
w315764431,osm6199821193,osm3810659585
w317420241,osm2500883983,osm1082877387
w317420241,osm327750040,osm2500883983
w317420241,osm1488907728,osm327750040
w317420241,osm1738823908,osm1488907728
w317420241,osm4049735526,osm1738823908
w317420241,osm321548678,osm4049735526
w317420241,osm1491102457,osm321548678
w317420241,osm4049735528,osm1491102457
w317420241,osm321548679,osm4049735528
w317420285,osm1082877364,osm1835913814
w363812451,osm53048846,osm53051520
w363812457,osm3801669737,osm740159601
w363812457,osm53051520,osm3801669737
w364210657,osm7157423263,osm53191551
w364210657,osm6577673585,osm7157423263
w364210657,osm53162445,osm6577673585
w364210657,osm3682698110,osm53162445
w364210657,osm53237531,osm3682698110
w364210657,osm53227661,osm53237531
w364210657,osm7098867024,osm53227661
w364210657,osm7098867049,osm7098867024
w364210657,osm3588045954,osm7098867049
w364210657,osm2493146411,osm3588045954
w364210657,osm53176109,osm2493146411
w364210657,osm2493146434,osm53176109
w364210657,osm53237532,osm2493146434
w364210657,osm53237533,osm53237532
w364210657,osm6122409163,osm53237533
w364210657,osm6122409166,osm6122409163
w364210657,osm53124320,osm6122409166
w364210657,osm6577716007,osm53124320
w364210657,osm690687066,osm6577716007
w364210657,osm2493194112,osm690687066
w364210657,osm2493194059,osm2493194112
w364210657,osm53124370,osm2493194059
w364210657,osm740155369,osm53124370
w364210657,osm6122409136,osm740155369
w364210657,osm4272285441,osm6122409136
w364210658,osm7173740739,osm53052405
w364210658,osm3682698109,osm7173740739
w364210659,osm53237530,osm3682698109
w364210659,osm53100935,osm53237530
w366378616,osm748632244,osm53135585
w366378617,osm878302217,osm4272190808
w366378617,osm2657798422,osm878302217
w366378617,osm53135587,osm2657798422
w366378617,osm53135589,osm53135587
w366378617,osm53081274,osm53135589
w366378617,osm52987393,osm53081274
w366378617,osm2657798417,osm52987393
w368404135,osm1724480327,osm3722441489
w368404135,osm2500812148,osm1724480327
w368404135,osm1724480343,osm2500812148
w368404135,osm2500812146,osm1724480343
w368404135,osm1724480377,osm2500812146
w368404135,osm1724480347,osm1724480377
w368404135,osm1724480331,osm1724480347
w368404135,osm1724480340,osm1724480331
w368404135,osm2500812153,osm1724480340
w368404135,osm2500812145,osm2500812153
w368404135,osm1724480381,osm2500812145
w368404135,osm2500812152,osm1724480381
w368404135,osm1724480386,osm2500812152
w368404135,osm1724480389,osm1724480386
w368404135,osm3377549101,osm1724480389
w368404135,osm53130846,osm3377549101
w368404135,osm1738783629,osm53130846
w368404135,osm2155615936,osm1738783629
w368404135,osm3731157286,osm2155615936
w368404135,osm2155615939,osm3731157286
w368404135,osm1835922428,osm2155615939
w368404135,osm1835922410,osm1835922428
w368404135,osm53130848,osm1835922410
w368404135,osm53130849,osm53130848
w368404135,osm1738771461,osm53130849
w368404135,osm346508486,osm1738771461
w368404135,osm346082665,osm346508486
w368404135,osm53130850,osm346082665
w368404135,osm2500881974,osm53130850
w368404135,osm1738771468,osm2500881974
w368404135,osm2500881948,osm1738771468
w368404135,osm2500881972,osm2500881948
w368404135,osm53036753,osm2500881972
w368404135,osm2500881961,osm53036753
w368404135,osm346508489,osm2500881961
w368404135,osm2500881969,osm346508489
w368404135,osm740159768,osm2500881969
w368404135,osm53059230,osm740159768
w376778980,osm3801669622,osm3801669809
w376778980,osm4735590835,osm3801669622
w376778980,osm3801669020,osm4735590835
w376778980,osm3801669680,osm3801669020
w376778993,osm3801669748,osm3801669054
w376778993,osm740159601,osm3801669748
w376779001,osm4045186106,osm53200804
w376779001,osm53040038,osm4045186106
w376779001,osm53220872,osm53040038
w376779001,osm3054311140,osm53220872
w376779001,osm4045186108,osm3054311140
w376779001,osm3054311154,osm4045186108
w376779001,osm7182602351,osm3054311154
w376779001,osm53220873,osm7182602351
w376779009,osm3801669574,osm3801669764
w376779010,osm3801669691,osm3801669799
w377680809,osm3810659588,osm3810659612
w377680811,osm3940718876,osm352588051
w377680811,osm752210775,osm3940718876
w377680811,osm6196828178,osm752210775
w377680811,osm6196828181,osm6196828178
w377680811,osm3810659590,osm6196828181
w377680813,osm708983284,osm321546603
w377680813,osm3810659617,osm708983284
w377680813,osm3810659613,osm3810659617
w377680813,osm3810659583,osm3810659613
w377680813,osm352588095,osm3810659583
w377680814,osm752197967,osm752197849
w377680814,osm752198074,osm752197967
w377680814,osm752198041,osm752198074
w377680814,osm752198142,osm752198041
w377680814,osm752197846,osm752198142
w377680814,osm752198034,osm752197846
w377680814,osm752198079,osm752198034
w377680814,osm53135573,osm752198079
w377680814,osm2657798420,osm53135573
w377680816,osm3810659586,osm6199821195
w377680816,osm752197878,osm3810659586
w377680816,osm752210770,osm752197878
w377680816,osm4272164140,osm752210770
w377680817,osm741922180,osm6215037915
w377680817,osm4272164136,osm741922180
w377680823,osm6199263530,osm6199263532
w377680823,osm3810659599,osm6199263530
w377680823,osm332159041,osm3810659599
w377680823,osm4272164127,osm332159041
w377680824,osm3810659598,osm6199821192
w377680824,osm4584498739,osm3810659598
w377680824,osm4272164133,osm4584498739
w377680826,osm6193462229,osm6193462233
w377680826,osm3810659609,osm6193462229
w377680826,osm4272164135,osm3810659609
w377680827,osm3218977989,osm3810659594
w402083658,osm829661281,osm4272203620
w402083658,osm53220868,osm829661281
w402083659,osm741885671,osm347253787
w402083659,osm322979488,osm741885671
w402083659,osm4280806663,osm322979488
w402083659,osm3054684636,osm4280806663
w402083659,osm741885588,osm3054684636
w402083659,osm741885728,osm741885588
w402083659,osm3054684633,osm741885728
w402083659,osm53074772,osm3054684633
w402083659,osm3054683928,osm53074772
w402083659,osm3054683903,osm3054683928
w402083660,osm752210675,osm347260128
w402083660,osm4488084036,osm752210675
w402083660,osm324749908,osm4488084036
w402083660,osm6199662231,osm324749908
w402083662,osm767541773,osm2671019420
w402083662,osm6898831328,osm767541773
w402083662,osm3807446933,osm6898831328
w402083662,osm5434223623,osm3807446933
w402083662,osm53146535,osm5434223623
w402083662,osm7404197835,osm53146535
w402083664,osm1738648032,osm2671019405
w402083671,osm4045186098,osm1082877429
w402083671,osm1036683210,osm4045186098
w402083671,osm53183285,osm1036683210
w402083672,osm1036683207,osm4272236132
w402083673,osm2298864238,osm829661249
w402083673,osm829661270,osm2298864238
w402083673,osm6733710204,osm829661270
w402083673,osm829661304,osm6733710204
w402083673,osm2614085260,osm829661304
w402083673,osm4272219827,osm2614085260
w404134882,osm741885662,osm53135569
w404134882,osm6193462231,osm741885662
w404134882,osm752210687,osm6193462231
w427539201,osm6898758472,osm4267453637
w427539201,osm4267453634,osm6898758472
w427539201,osm4267453636,osm4267453634
w427539201,osm6199263534,osm4267453636
w427539201,osm6898758473,osm6199263534
w427539201,osm4267453640,osm6898758473
w428065422,osm4272218340,osm4272218339
w428065422,osm4045186102,osm4272218340
w428065422,osm387552346,osm4045186102
w428065422,osm4302836459,osm387552346
w428065422,osm4272218343,osm4302836459
w428065435,osm4608804269,osm4272141024
w428065435,osm7183101035,osm4608804269
w428065435,osm4272141023,osm7183101035
w428065440,osm4272141021,osm336497626
w428065444,osm7183101034,osm334984185
w428065444,osm4608804262,osm7183101034
w428065444,osm4272141025,osm4608804262
w428065448,osm53102800,osm4272141025
w428065459,osm3805839899,osm4272141021
w428065459,osm334984185,osm3805839899
w428065468,osm4272140996,osm4272141004
w428065468,osm4272141003,osm4272140996
w428065473,osm53220874,osm4272141018
w428065473,osm336497626,osm53220874
w428065482,osm3805839898,osm53102800
w428065482,osm3222664596,osm3805839898
w428065487,osm2298864385,osm2493126713
w428065487,osm4613004707,osm2298864385
w428065487,osm1036690323,osm4613004707
w428065493,osm7182602313,osm4272141002
w428065493,osm53200804,osm7182602313
w428065497,osm4272140998,osm4272141017
w428065497,osm7182602357,osm4272140998
w428065497,osm4272141015,osm7182602357
w428065506,osm4272141027,osm4272141028
w428065506,osm4272141026,osm4272141027
w428065506,osm4272141024,osm4272141026
w428065511,osm7182602356,osm53220873
w428065511,osm4045186110,osm7182602356
w428065511,osm4272141018,osm4045186110
w428065520,osm4272140999,osm1036690323
w428065520,osm6372504741,osm4272140999
w428065520,osm53079445,osm6372504741
w428065520,osm4272141002,osm53079445
w428065525,osm4272141020,osm4272141023
w428065525,osm4272141017,osm4272141020
w428065535,osm7182602314,osm4272141003
w428065535,osm4272140995,osm7182602314
w428065535,osm4272141001,osm4272140995
w428065535,osm4272141000,osm4272141001
w428065535,osm1036690323,osm4272141000
w428065539,osm7182602352,osm4272141015
w428065539,osm4272141011,osm7182602352
w428065539,osm4272140997,osm4272141011
w428065539,osm4272141008,osm4272140997
w428065539,osm4272141006,osm4272141008
w428065539,osm4272141005,osm4272141006
w428065539,osm4272141004,osm4272141005
w428065544,osm4272141013,osm3054311159
w428065550,osm53206031,osm4272141007
w428065553,osm4272141010,osm53237529
w428065557,osm602854096,osm53052387
w428065563,osm7182602359,osm53220873
w428065563,osm3054311159,osm7182602359
w428065568,osm6898831317,osm4272141013
w428065568,osm6920416249,osm6898831317
w428065568,osm3054311158,osm6920416249
w428065568,osm7458566161,osm3054311158
w428065568,osm53237529,osm7458566161
w428065574,osm4272141009,osm4272141010
w428065582,osm4272141023,osm334984185
w428065837,osm4272143191,osm3801669779
w428065844,osm6219028621,osm53048880
w428065844,osm3801669768,osm6219028621
w428065844,osm3801669564,osm3801669768
w428065844,osm3801669764,osm3801669564
w428065853,osm3801669788,osm4272143191
w428065853,osm346516376,osm3801669788
w428067080,osm3810659587,osm3810659618
w428067080,osm352588051,osm3810659587
w428067083,osm4267453637,osm4272154843
w428067083,osm6196828180,osm4267453637
w428067083,osm708983296,osm6196828180
w428067083,osm321546603,osm708983296
w428068149,osm3218977981,osm3801669691
w428068151,osm741885619,osm53135569
w428068151,osm4045186096,osm741885619
w428068151,osm3218977989,osm4045186096
w428068151,osm674168910,osm3218977989
w428068151,osm4272164137,osm674168910
w428068152,osm6248078753,osm53227633
w428068152,osm4584498744,osm6248078753
w428068152,osm4272164126,osm4584498744
w428068153,osm741885710,osm347253787
w428068153,osm3810659582,osm741885710
w428068153,osm3810659600,osm3810659582
w428068153,osm3810659594,osm3810659600
w428068153,osm4293776045,osm3810659594
w428068153,osm4272164132,osm4293776045
w428068154,osm4584498742,osm4272164126
w428068154,osm53195788,osm4584498742
w428068158,osm6887884127,osm53195788
w428068158,osm4272164124,osm6887884127
w428068161,osm53227633,osm4272164128
w428068162,osm6199263525,osm4272164136
w428068162,osm6199263531,osm6199263525
w428068162,osm6199263533,osm6199263531
w428068163,osm3810659611,osm4272164132
w428068163,osm6193462230,osm3810659611
w428068163,osm6193462233,osm6193462230
w428068164,osm6193024941,osm4272164135
w428068164,osm3810659579,osm6193024941
w428068164,osm6199821194,osm3810659579
w428068165,osm3218977985,osm4272164134
w428068165,osm3801669809,osm3218977985
w428068166,osm752197888,osm3810659604
w428068166,osm4272164139,osm752197888
w428068167,osm3810659581,osm4272164133
w428068167,osm3810659604,osm3810659581
w428068168,osm3810659589,osm4272164137
w428068168,osm6196674550,osm3810659589
w428068168,osm6215037915,osm6196674550
w428068170,osm6215037916,osm4272164127
w428068170,osm347253787,osm6215037916
w428068171,osm3218977983,osm3218977981
w428068171,osm3218977984,osm3218977983
w428068171,osm4272164130,osm3218977984
w428068172,osm2920682248,osm4272164130
w428068172,osm3218977986,osm2920682248
w428068174,osm752210658,osm4272164140
w428068174,osm6193462228,osm752210658
w428068174,osm741885590,osm6193462228
w428068174,osm53135569,osm741885590
w428068175,osm6219028625,osm6219028624
w428068175,osm346516420,osm6219028625
w428068175,osm6217633460,osm346516420
w428068175,osm740155200,osm6217633460
w428068175,osm53220860,osm740155200
w428068176,osm332158830,osm3810659612
w428068176,osm3810659603,osm332158830
w428068176,osm6199263526,osm3810659603
w428068176,osm6199263529,osm6199263526
w428068176,osm6199263532,osm6199263529
w428068177,osm741922198,osm6199263533
w428068177,osm3810659605,osm741922198
w428068177,osm3810659588,osm3810659605
w428068177,osm3218977987,osm3810659588
w428068177,osm4272164134,osm3218977987
w428068178,osm4584498716,osm3810659604
w428068178,osm752197997,osm4584498716
w428068178,osm6193202162,osm752197997
w428070512,osm281302447,osm2501221677
w428070512,osm740159709,osm281302447
w428070512,osm4272180371,osm740159709
w428070520,osm740159753,osm4272180371
w428070520,osm740159578,osm740159753
w428070520,osm796674160,osm740159578
w428070520,osm53135596,osm796674160
w428070537,osm4272180376,osm4272180375
w428070544,osm53222541,osm4272180372
w428070549,osm7132605394,osm53222541
w428070549,osm53247738,osm7132605394
w428070549,osm4272180373,osm53247738
w428070554,osm740155215,osm4272180374
w428070554,osm53135596,osm740155215
w428070559,osm796674175,osm53135596
w428070559,osm4272180375,osm796674175
w428070561,osm1738648109,osm6073204938
w428070561,osm407651372,osm1738648109
w428071621,osm6880798229,osm4272190807
w428071621,osm53135585,osm6880798229
w428071622,osm752197889,osm748632244
w428071622,osm4272190808,osm752197889
w428072191,osm6219028623,osm3801669574
w428072191,osm3801669054,osm6219028623
w428073753,osm4272203617,osm4272203618
w428073754,osm4272203620,osm4272203619
w428073755,osm346502680,osm4272203601
w428073756,osm4272203608,osm4272203607
w428073757,osm53183073,osm4272203615
w428073758,osm3225792975,osm4272203608
w428073758,osm321548682,osm3225792975
w428073759,osm53200311,osm53183073
w428073759,osm4272203619,osm53200311
w428073760,osm4272203603,osm4272203604
w428073760,osm4272203602,osm4272203603
w428073761,osm4272203598,osm53220861
w428073761,osm5362545372,osm4272203598
w428073761,osm6937879250,osm5362545372
w428073761,osm4272203601,osm6937879250
w428073762,osm4608804237,osm4272203602
w428073762,osm4272203600,osm4608804237
w428073762,osm4272203599,osm4272203600
w428073762,osm53220861,osm4272203599
w428073763,osm4608804222,osm4272203617
w428073763,osm4272203616,osm4608804222
w428073763,osm4272203614,osm4272203616
w428073763,osm4608804219,osm4272203614
w428073763,osm4272203613,osm4608804219
w428073764,osm321549405,osm346502680
w428073764,osm3225789655,osm321549405
w428073764,osm4608804253,osm3225789655
w428073764,osm4272203607,osm4608804253
w428073765,osm4272203612,osm4272203613
w428073765,osm4272203611,osm4272203612
w428073765,osm4272203610,osm4272203611
w428073766,osm4272203623,osm53220868
w428073766,osm4272203622,osm4272203623
w428073766,osm4272203621,osm4272203622
w428073766,osm6738632254,osm4272203621
w428073766,osm4272203618,osm6738632254
w428073767,osm740159624,osm53059230
w428073767,osm4608804261,osm740159624
w428073767,osm4272205044,osm4608804261
w428073768,osm3227264069,osm321548682
w428073768,osm3227263344,osm3227264069
w428073768,osm331738691,osm3227263344
w428073768,osm4272203615,osm331738691
w428073769,osm4272203609,osm4272203610
w428073769,osm4272203606,osm4272203609
w428073769,osm4272203605,osm4272203606
w428073769,osm4272203604,osm4272203605
w428073972,osm53059230,osm740159601
w428073974,osm6937998568,osm4272205044
w428073974,osm6937998567,osm6937998568
w428073974,osm6937998571,osm6937998567
w428073974,osm415837860,osm6937998571
w428073974,osm6323443783,osm415837860
w428073974,osm53220861,osm6323443783
w428075623,osm4272218350,osm4272218349
w428075623,osm2493126713,osm4272218350
w428075624,osm7003208212,osm387552332
w428075624,osm4608804229,osm7003208212
w428075624,osm3819829438,osm4608804229
w428075624,osm6629873605,osm3819829438
w428075624,osm53220870,osm6629873605
w428075625,osm2699075015,osm53220868
w428075625,osm4272218339,osm2699075015
w428075626,osm4272218345,osm4272218343
w428075626,osm387552332,osm4272218345
w428075627,osm4272218344,osm387552332
w428075627,osm4272218342,osm4272218344
w428075627,osm4272218341,osm4272218342
w428075628,osm4272218346,osm53220870
w428075628,osm345259333,osm4272218346
w428075628,osm345259229,osm345259333
w428075628,osm6629873477,osm345259229
w428075628,osm4272218349,osm6629873477
w428075629,osm4272218351,osm2493126713
w428075629,osm4272218348,osm4272218351
w428075629,osm4272218347,osm4272218348
w428075629,osm53220870,osm4272218347
w428076506,osm6981833162,osm743394852
w428076506,osm4606062790,osm6981833162
w428076506,osm4272219831,osm4606062790
w428076507,osm6981833152,osm4272219829
w428076507,osm53247733,osm6981833152
w428076508,osm4488084045,osm281301770
w428076508,osm4272219829,osm4488084045
w428076509,osm4278458231,osm4272219828
w428076509,osm281301770,osm4278458231
w428076510,osm321709193,osm1105703434
w428076511,osm6938234756,osm53247733
w428076511,osm4856116761,osm6938234756
w428076511,osm4272219830,osm4856116761
w428076512,osm4045186149,osm4272219830
w428076512,osm4488084043,osm4045186149
w428076512,osm4856116757,osm4488084043
w428076512,osm743394852,osm4856116757
w428076513,osm3679402922,osm4272219827
w428076513,osm53220868,osm3679402922
w428076514,osm3227263347,osm53220868
w428076514,osm4272219828,osm3227263347
w428078137,osm346078654,osm321709000
w428078138,osm53195739,osm4272236137
w428078139,osm2671019418,osm4272236134
w428078140,osm321709000,osm4272236131
w428078141,osm4987343128,osm53195739
w428078141,osm4987343129,osm4987343128
w428078141,osm4272236136,osm4987343129
w428078142,osm53124375,osm4272236136
w428078144,osm6116835246,osm2671019418
w428078144,osm6073204938,osm6116835246
w428078145,osm4272180372,osm53124375
w428078146,osm1738648104,osm2192655195
w428078146,osm4272236134,osm1738648104
w428078147,osm767541804,osm2192655195
w428078147,osm4272236132,osm767541804
w428078148,osm3516771379,osm407651372
w428078148,osm4272236137,osm3516771379
w428084106,osm6122409041,osm4272285441
w428084106,osm6122409050,osm6122409041
w428084106,osm7622245801,osm6122409050
w428084106,osm53237534,osm7622245801
w428084107,osm690687786,osm53070318
w428084108,osm4272285442,osm740155416
w428084109,osm53237534,osm4272285440
w428084110,osm53133391,osm4272285450
w428084111,osm740155416,osm53237534
w428084112,osm4272285439,osm690687786
w428084113,osm4272285450,osm4272285449
w428084114,osm53070318,osm53252645
w428084115,osm690687741,osm53252643
w428084115,osm4272285437,osm690687741
w428084116,osm690687880,osm4272285439
w428084116,osm6831696599,osm690687880
w428084116,osm2493194111,osm6831696599
w428084116,osm6060263317,osm2493194111
w428084116,osm2300480674,osm6060263317
w428084117,osm53252644,osm4272285437
w428084117,osm740159652,osm53252644
w428084117,osm53252645,osm740159652
w428084118,osm4272285444,osm4272285442
w428084118,osm4272285446,osm4272285444
w428084118,osm4853787417,osm4272285446
w428084119,osm53152869,osm53252648
w428084119,osm53162576,osm53152869
w428084119,osm53252649,osm53162576
w428084119,osm4272285440,osm53252649
w428084120,osm4272285445,osm4853787416
w428084120,osm4272285443,osm4272285445
w428084120,osm4272285442,osm4272285443
w428084121,osm2493196268,osm4272285436
w428084121,osm690687878,osm2493196268
w428084121,osm690687879,osm690687878
w428084121,osm796660790,osm690687879
w428084121,osm53252643,osm796660790
w428476512,osm6196828177,osm6193024939
w428476512,osm767507601,osm6196828177
w428476512,osm3810659590,osm767507601
w428476512,osm321546603,osm3810659590
w428476512,osm708983283,osm321546603
w428476512,osm6196828179,osm708983283
w428476512,osm4267453640,osm6196828179
w428476512,osm752210661,osm4267453640
w428476512,osm747467301,osm752210661
w428476512,osm6196828176,osm747467301
w428476520,osm6898831326,osm6198892491
w428476520,osm6898831318,osm6898831326
w428476520,osm1036683205,osm6898831318
w428476520,osm53183285,osm1036683205
w428476524,osm4275697395,osm4275697396
w428476524,osm4275697392,osm4275697395
w428476524,osm4275697391,osm4275697392
w428476528,osm4275697393,osm4275697391
w428476528,osm752197940,osm4275697393
w428476530,osm4275697403,osm4275697405
w428476530,osm6198892492,osm4275697403
w428476530,osm4275697402,osm6198892492
w428476530,osm4278382985,osm4275697402
w428476530,osm4275697398,osm4278382985
w428476531,osm6198892495,osm4275697397
w428476531,osm6898831316,osm6198892495
w428476531,osm4275697399,osm6898831316
w428476531,osm6198892493,osm4275697399
