osm_nid,lat,lng,x,z
osm1856226027,50.11313830,8.69210450,0.297,-0.751
osm861083254,50.11132930,8.68628190,0.096,-0.336
osm861083232,50.11128880,8.68611330,0.092,-0.324
osm861083408,50.11119020,8.68617530,0.081,-0.328
osm2581124128,50.11123120,8.68635070,0.085,-0.341
osm861135473,50.10997910,8.68715610,-0.054,-0.398
osm2581124080,50.11007420,8.68709330,-0.043,-0.394
osm2581124085,50.11011700,8.68725080,-0.039,-0.405
osm2581124038,50.11007330,8.68727970,-0.044,-0.407
osm2581124078,50.11002180,8.68731360,-0.049,-0.409
osm1855824752,50.11278690,8.68930130,0.258,-0.551
osm1855824749,50.11278470,8.68928980,0.258,-0.550
osm855148785,50.11274010,8.68929490,0.253,-0.551
osm2581124227,50.11273120,8.68936070,0.252,-0.555
osm2581124229,50.11279940,8.68938690,0.260,-0.557
osm2581124230,50.11280070,8.68937490,0.260,-0.556
osm2581124240,50.11317370,8.69008660,0.301,-0.607
osm2581124239,50.11312140,8.69023050,0.295,-0.617
osm1857303189,50.11421870,8.68947810,0.417,-0.564
osm2581124219,50.11255990,8.69165110,0.233,-0.719
osm863170428,50.11255890,8.69158270,0.233,-0.714
osm863170528,50.11246680,8.69173950,0.223,-0.725
osm2581124220,50.11256110,8.69173620,0.233,-0.725
osm2581124146,50.11138630,8.68624200,0.102,-0.333
osm861083326,50.11126980,8.68648460,0.089,-0.350
osm2581124151,50.11142490,8.68637590,0.107,-0.343
osm861135203,50.10969250,8.68595890,-0.086,-0.313
osm845735520,50.11171580,8.68776690,0.139,-0.442
osm1854321037,50.11171790,8.68778360,0.139,-0.443
osm1854321052,50.11176970,8.68776760,0.145,-0.442
osm845735414,50.11174910,8.68760540,0.143,-0.430
osm2581124243,50.11325570,8.69015900,0.310,-0.612
osm2581124242,50.11320340,8.69030290,0.304,-0.623
osm2581124156,50.11154130,8.68613330,0.120,-0.325
osm2581124157,50.11157990,8.68626720,0.124,-0.335
osm863170605,50.11260680,8.69151430,0.238,-0.709
osm863170578,50.11256490,8.69151440,0.233,-0.709
osm863170345,50.11256600,8.69136770,0.234,-0.699
osm863170662,50.11266940,8.69136940,0.245,-0.699
osm2581124165,50.11169640,8.68602460,0.137,-0.318
osm861083299,50.11163750,8.68606580,0.130,-0.320
osm861083350,50.11171630,8.68617160,0.139,-0.328
osm861135165,50.10954110,8.68532800,-0.103,-0.268
osm861135426,50.10969520,8.68530050,-0.086,-0.266
osm861135322,50.10970480,8.68543150,-0.085,-0.275
osm2581124189,50.11220840,8.69168230,0.194,-0.721
osm2581124190,50.11223440,8.69215460,0.197,-0.755
osm2581124182,50.11209260,8.69217360,0.181,-0.756
osm2581124180,50.11206660,8.69170130,0.178,-0.722
osm2581124089,50.11014230,8.68581000,-0.036,-0.302
