osm_wid,osm_nid_1,osm_nid_2,linkuse,comment
w6359856,osm6228575736,osm53100128,slowroad,"470th Avenue Southeast.link6"
w6359856,osm6228575737,osm6228575736,slowroad,"470th Avenue Southeast.link7"
w6359856,osm6228576494,osm6228575737,slowroad,"470th Avenue Southeast.link8"
w6359856,osm6228575738,osm6228576494,slowroad,"470th Avenue Southeast.link9"
w6359856,osm53080414,osm6228575738,slowroad,"470th Avenue Southeast.link10"
w6359856,osm6228575739,osm53080414,slowroad,"470th Avenue Southeast.link11"
w6359856,osm6228575740,osm6228575739,slowroad,"470th Avenue Southeast.link12"
w6359856,osm6228576496,osm6228575740,slowroad,"470th Avenue Southeast.link13"
w6359856,osm6228576498,osm6228576496,slowroad,"470th Avenue Southeast.link14"
w6359856,osm53100129,osm6228576498,slowroad,"470th Avenue Southeast.link15"
w6359856,osm53100130,osm53100129,slowroad,"470th Avenue Southeast.link16"
w6359856,osm53100132,osm53100130,slowroad,"470th Avenue Southeast.link17"
w6359856,osm6228615977,osm53100132,slowroad,"470th Avenue Southeast.link18"
w6360759,osm53101212,osm53063790,slowroad,"448th Avenue Southeast.link1"
w6361706,osm4335038615,osm53102252,slowroad,"456th Place Southeast.link1"
w6361706,osm4335038616,osm4335038615,slowroad,"456th Place Southeast.link2"
w6361706,osm53102254,osm4335038616,slowroad,"456th Place Southeast.link3"
w6361706,osm4335038646,osm53102254,slowroad,"456th Place Southeast.link4"
w6361706,osm53102256,osm4335038646,slowroad,"456th Place Southeast.link5"
w6361706,osm4335038647,osm53102256,slowroad,"456th Place Southeast.link6"
w6361706,osm4335038636,osm4335038647,slowroad,"456th Place Southeast.link7"
w6361706,osm4335038648,osm4335038636,slowroad,"456th Place Southeast.link8"
w6361706,osm4335038617,osm4335038648,slowroad,"456th Place Southeast.link9"
w6361706,osm53102257,osm4335038617,slowroad,"456th Place Southeast.link10"
w6363240,osm534474006,osm53079207,slowroad,"463rd Avenue Southeast.link1"
w6363240,osm534474007,osm534474006,slowroad,"463rd Avenue Southeast.link2"
w6363240,osm534474014,osm534474007,slowroad,"463rd Avenue Southeast.link3"
w6363240,osm4335038630,osm534474014,slowroad,"463rd Avenue Southeast.link4"
w6363240,osm53104112,osm4335038630,slowroad,"463rd Avenue Southeast.link5"
w6363240,osm4335038649,osm53104112,slowroad,"463rd Avenue Southeast.link6"
w6363240,osm534474023,osm4335038649,slowroad,"463rd Avenue Southeast.link7"
w6363240,osm7698164563,osm534474023,slowroad,"463rd Avenue Southeast.link8"
w6363240,osm534474021,osm7698164563,slowroad,"463rd Avenue Southeast.link9"
w6363240,osm4335038629,osm534474021,slowroad,"463rd Avenue Southeast.link10"
w6363240,osm534474022,osm4335038629,slowroad,"463rd Avenue Southeast.link11"
w6363240,osm53104113,osm534474022,slowroad,"463rd Avenue Southeast.link12"
w6363240,osm534474019,osm53104113,slowroad,"463rd Avenue Southeast.link13"
w6363240,osm534474020,osm534474019,slowroad,"463rd Avenue Southeast.link14"
w6363240,osm4335038628,osm534474020,slowroad,"463rd Avenue Southeast.link15"
w6363240,osm4335038627,osm4335038628,slowroad,"463rd Avenue Southeast.link16"
w6363240,osm534474018,osm4335038627,slowroad,"463rd Avenue Southeast.link17"
w6363240,osm534474025,osm534474018,slowroad,"463rd Avenue Southeast.link18"
w6363240,osm534474017,osm534474025,slowroad,"463rd Avenue Southeast.link19"
w6363240,osm53104115,osm534474017,slowroad,"463rd Avenue Southeast.link20"
w6367429,osm2003328776,osm2003328746,slowroad,"465th Avenue Southeast.link1"
w6367429,osm2003328719,osm2003328776,slowroad,"465th Avenue Southeast.link2"
w6367429,osm53109197,osm2003328719,slowroad,"465th Avenue Southeast.link3"
w6367429,osm53063823,osm53109197,slowroad,"465th Avenue Southeast.link4"
w6374300,osm6237367945,osm1305389486,slowroad,"459th Avenue Southeast.link1"
w6374300,osm6237367944,osm6237367945,slowroad,"459th Avenue Southeast.link2"
w6374300,osm1305389480,osm6237367944,slowroad,"459th Avenue Southeast.link3"
w6374300,osm1305389487,osm1305389480,slowroad,"459th Avenue Southeast.link4"
w6374300,osm1305389472,osm1305389487,slowroad,"459th Avenue Southeast.link5"
w6374300,osm6237367943,osm1305389472,slowroad,"459th Avenue Southeast.link6"
w6374300,osm1305389484,osm6237367943,slowroad,"459th Avenue Southeast.link7"
