osm_wid,name,osmtype,osmsubtype,linkuse,nnodes,lat,lng,z,x,height,levels
w36980428,North Road,highway,secondary,road,33,37.4281764,-122.0749829,-1.0636,0.7168,0,0
w36980429,service027,highway,service,driveway,14,37.4260497,-122.0695916,-0.5875,0.4803,0,0
w36980430,cycleway004,highway,cycleway,walkway,6,37.4293271,-122.0694263,-0.5729,0.8448,0,0
w36980431,service028,highway,service,driveway,9,37.4285969,-122.0728167,-0.8723,0.7636,0,0
w37766725,service029,highway,service,driveway,18,37.4250982,-122.0724198,-0.8372,0.3745,0,0
w37766736,service030,highway,service,driveway,5,37.4255425,-122.0709489,-0.7073,0.4239,0,0
w37766806,footway022,highway,footway,walkway,3,37.4265557,-122.0718152,-0.7838,0.5366,0,0
w37766817,footway023,highway,footway,walkway,20,37.4268764,-122.0717080,-0.7744,0.5723,0,0
w38082837,La Avenida Street001,highway,unclassified,road,8,37.4135212,-122.0769128,-1.2340,-0.9128,0,0
w38082975,footway024,highway,footway,walkway,101,37.4115089,-122.0713623,-0.7439,-1.1365,0,0
w38082979,cycleway005,highway,cycleway,walkway,3,37.4130675,-122.0690527,-0.5399,-0.9632,0,0
w38083007,footway025,highway,footway,walkway,2,37.4113418,-122.0692864,-0.5605,-1.1551,0,0
w38083121,motorway_link013,highway,motorway_link,highway,13,37.4108854,-122.0787063,-1.3924,-1.2059,0,0
w38083393,motorway_link014,highway,motorway_link,highway,10,37.4127838,-122.0768632,-1.2296,-0.9948,0,0
w38083577,motorway_link015,highway,motorway_link,highway,3,37.4117800,-122.0779715,-1.3275,-1.1064,0,0
w39404828,footway026,highway,footway,walkway,2,37.4299879,-122.0845799,-1.9111,0.9182,0,0
w39404829,footway027,highway,footway,walkway,3,37.4302301,-122.0849334,-1.9423,0.9452,0,0
w39404830,footway028,highway,footway,walkway,2,37.4309171,-122.0816256,-1.6502,1.0216,0,0
w39404831,footway029,highway,footway,walkway,8,37.4304997,-122.0812531,-1.6173,0.9751,0,0
w39404832,footway030,highway,footway,walkway,16,37.4319634,-122.0810606,-1.6003,1.1379,0,0
w39404837,footway031,highway,footway,walkway,66,37.4303049,-122.0806192,-1.5613,0.9535,0,0
w39404839,footway032,highway,footway,walkway,2,37.4303435,-122.0806884,-1.5674,0.9578,0,0
w41947335,footway033,highway,footway,walkway,23,37.4263082,-122.0720635,-0.8058,0.5091,0,0
w42369231,service031,highway,service,driveway,21,37.4312058,-122.0852688,-1.9719,1.0537,0,0
w42369233,service032,highway,service,driveway,10,37.4310685,-122.0860231,-2.0385,1.0384,0,0
w42369342,North Shoreline Boulevard010,highway,unclassified,road,3,37.4282494,-122.0780687,-1.3361,0.7249,0,0
w42369468,service033,highway,service,driveway,5,37.4319349,-122.0834604,-1.8122,1.1347,0,0
w42369569,service034,highway,service,driveway,15,37.4321308,-122.0831333,-1.7833,1.1565,0,0
w42370161,service035,highway,service,driveway,3,37.4180253,-122.0854824,-1.9908,-0.4119,0,0
w42370166,service036,highway,service,driveway,3,37.4179046,-122.0854822,-1.9908,-0.4254,0,0
w42370274,service037,highway,service,driveway,4,37.4187064,-122.0855232,-1.9944,-0.3362,0,0
w42370275,service038,highway,service,driveway,2,37.4168734,-122.0855154,-1.9937,-0.5400,0,0
w42370551,service039,highway,service,driveway,3,37.4177653,-122.0852306,-1.9686,-0.4409,0,0
w42370552,service040,highway,service,driveway,6,37.4177033,-122.0841494,-1.8731,-0.4478,0,0
w42370553,service041,highway,service,driveway,5,37.4176312,-122.0829247,-1.7649,-0.4558,0,0
w42370708,service042,highway,service,driveway,3,37.4200487,-122.0854710,-1.9898,-0.1870,0,0
w42370714,service043,highway,service,driveway,7,37.4197153,-122.0855650,-1.9981,-0.2240,0,0
w42370722,service044,highway,service,driveway,3,37.4206711,-122.0854753,-1.9902,-0.1177,0,0
w42370767,service045,highway,service,driveway,8,37.4176541,-122.0811829,-1.6111,-0.4532,0,0
w42370780,service046,highway,service,driveway,5,37.4190174,-122.0853765,-1.9814,-0.3016,0,0
w42370794,service047,highway,service,driveway,3,37.4201760,-122.0854726,-1.9899,-0.1728,0,0
w42370819,service048,highway,service,driveway,3,37.4196449,-122.0851974,-1.9656,-0.2319,0,0
w42370837,service049,highway,service,driveway,3,37.4203875,-122.0852101,-1.9667,-0.1493,0,0
w42391049,Vernon Avenue,highway,residential,slowroad,11,37.4106018,-122.0654813,-0.2245,-1.2374,0,0
w42391343,service050,highway,service,driveway,8,37.4150455,-122.0793124,-1.4459,-0.7433,0,0
w42391344,service051,highway,service,driveway,3,37.4147379,-122.0785744,-1.3808,-0.7775,0,0
w42391345,service052,highway,service,driveway,4,37.4148375,-122.0784297,-1.3680,-0.7664,0,0
w42391346,service053,highway,service,driveway,3,37.4147599,-122.0795485,-1.4668,-0.7750,0,0
w42391347,service054,highway,service,driveway,3,37.4148408,-122.0797791,-1.4871,-0.7660,0,0
w42391348,service055,highway,service,driveway,14,37.4146099,-122.0810687,-1.6010,-0.7917,0,0
w42391349,service056,highway,service,driveway,5,37.4142059,-122.0799944,-1.5061,-0.8366,0,0
w42391350,service057,highway,service,driveway,2,37.4140929,-122.0796349,-1.4744,-0.8492,0,0
w42391351,service058,highway,service,driveway,2,37.4141869,-122.0794388,-1.4571,-0.8388,0,0
w42391352,service059,highway,service,driveway,9,37.4141346,-122.0786028,-1.3833,-0.8446,0,0
w42391353,service060,highway,service,driveway,14,37.4142418,-122.0790693,-1.4245,-0.8326,0,0
w42391354,service061,highway,service,driveway,16,37.4135973,-122.0803309,-1.5359,-0.9043,0,0
w42391355,service062,highway,service,driveway,7,37.4147369,-122.0801897,-1.5234,-0.7776,0,0
w42391382,service063,highway,service,driveway,2,37.4132429,-122.0795728,-1.4689,-0.9437,0,0
w42391383,service064,highway,service,driveway,4,37.4135802,-122.0792513,-1.4405,-0.9062,0,0
w42391387,service065,highway,service,driveway,4,37.4159101,-122.0802724,-1.5307,-0.6471,0,0
w42391388,service066,highway,service,driveway,4,37.4153521,-122.0798075,-1.4896,-0.7092,0,0
w42391389,service067,highway,service,driveway,3,37.4158450,-122.0799194,-1.4995,-0.6544,0,0
w42391390,service068,highway,service,driveway,3,37.4155367,-122.0794854,-1.4612,-0.6887,0,0
w42391391,service069,highway,service,driveway,12,37.4156414,-122.0806174,-1.5612,-0.6770,0,0
w42391393,service070,highway,service,driveway,4,37.4158060,-122.0773788,-1.2752,-0.6587,0,0
w42391394,service071,highway,service,driveway,2,37.4157678,-122.0770486,-1.2460,-0.6630,0,0
w42391395,service072,highway,service,driveway,3,37.4157498,-122.0767099,-1.2161,-0.6650,0,0
w43710543,footway034,highway,footway,walkway,18,37.4217178,-122.0817079,-1.6575,-0.0014,0,0
w43710544,footway035,highway,footway,walkway,8,37.4220544,-122.0819159,-1.6758,0.0361,0,0
w43710545,footway036,highway,footway,walkway,6,37.4221269,-122.0820933,-1.6915,0.0441,0,0
w43710546,footway037,highway,footway,walkway,4,37.4221823,-122.0822764,-1.7077,0.0503,0,0
w43710547,footway038,highway,footway,walkway,7,37.4219893,-122.0821332,-1.6950,0.0288,0,0
w43710551,footway039,highway,footway,walkway,10,37.4237947,-122.0815527,-1.6438,0.2296,0,0
w43710552,footway040,highway,footway,walkway,20,37.4256856,-122.0844582,-1.9003,0.4398,0,0
w43710553,footway041,highway,footway,walkway,16,37.4268730,-122.0845299,-1.9067,0.5719,0,0
w43710557,footway042,highway,footway,walkway,22,37.4255726,-122.0828856,-1.7615,0.4273,0,0
w43710563,footway043,highway,footway,walkway,6,37.4273150,-122.0851925,-1.9652,0.6210,0,0
w43710566,footway044,highway,footway,walkway,7,37.4233572,-122.0808800,-1.5844,0.1809,0,0
w43710568,footway045,highway,footway,walkway,29,37.4233698,-122.0837587,-1.8386,0.1823,0,0
w43710570,footway046,highway,footway,walkway,23,37.4251063,-122.0819778,-1.6813,0.3754,0,0
w43735439,service073,highway,service,driveway,8,37.4246469,-122.0802730,-1.5308,0.3243,0,0
w43735440,unclassified004,highway,unclassified,road,7,37.4258768,-122.0786388,-1.3864,0.4611,0,0
