osm_nid,lat,lng,x,z
osm7027569228,1.27721970,103.82017220,0.626,0.997
osm596417363,1.27814100,103.81988790,0.728,1.029
osm7165670947,1.27819790,103.81986070,0.735,1.032
osm1856843845,1.27824670,103.81981790,0.740,1.036
osm7165670946,1.27826090,103.81975670,0.742,1.043
osm596417365,1.27826410,103.81969440,0.742,1.050
osm6969692515,1.27814430,103.81934300,0.729,1.089
osm1830331820,1.27468140,103.82191560,0.344,0.803
osm247048742,1.27473570,103.82145660,0.350,0.854
osm247048741,1.27478860,103.82111530,0.356,0.892
osm4841613284,1.27483470,103.82095740,0.361,0.910
osm597109210,1.26915670,103.82878410,-0.271,0.040
osm5148586135,1.26912550,103.82870260,-0.274,0.049
osm5148578940,1.26886190,103.82843770,-0.303,0.078
osm597109117,1.26633910,103.82689350,-0.584,0.250
osm4600763586,1.26636090,103.82683380,-0.581,0.256
osm4600763587,1.26638100,103.82676400,-0.579,0.264
osm4600763588,1.26639040,103.82670500,-0.578,0.271
osm4600765889,1.26640110,103.82663390,-0.577,0.279
osm4600765890,1.26640240,103.82654810,-0.577,0.288
osm4600763585,1.26639840,103.82648780,-0.577,0.295
osm4600765891,1.26638630,103.82641530,-0.579,0.303
osm4600765892,1.26636760,103.82634290,-0.581,0.311
osm597109118,1.26627890,103.82617020,-0.591,0.330
osm597073527,1.26593040,103.82457770,-0.629,0.507
osm4280373923,1.26601490,103.82478390,-0.620,0.484
osm1366339473,1.26609270,103.82505340,-0.611,0.454
osm1366339477,1.26619590,103.82526400,-0.600,0.431
osm1366339480,1.26634340,103.82547320,-0.583,0.408
osm1366339495,1.26657290,103.82571760,-0.558,0.380
osm597109141,1.26690920,103.82603110,-0.520,0.346
osm4600718736,1.26752340,103.82657100,-0.452,0.286
osm597109142,1.26763660,103.82667400,-0.440,0.274
osm597109144,1.26819880,103.82726600,-0.377,0.208
osm597109145,1.26824840,103.82733570,-0.372,0.201
osm4600763548,1.26827790,103.82739610,-0.368,0.194
osm4600763543,1.26829800,103.82744840,-0.366,0.188
osm4600763544,1.26830870,103.82751810,-0.365,0.180
osm4600763545,1.26830470,103.82758920,-0.365,0.172
osm4280373942,1.26828860,103.82764820,-0.367,0.166
osm4600763546,1.26825650,103.82770450,-0.371,0.160
osm597109146,1.26821220,103.82775820,-0.376,0.154
osm4600763547,1.26816130,103.82779700,-0.381,0.149
osm4280373941,1.26811170,103.82782250,-0.387,0.146
osm597109147,1.26804190,103.82784670,-0.395,0.144
osm4600763549,1.26796550,103.82786010,-0.403,0.142
osm4280373940,1.26789180,103.82786140,-0.411,0.142
osm597109148,1.26781130,103.82784670,-0.420,0.144
osm4600763550,1.26775500,103.82782790,-0.426,0.146
osm4600763551,1.26770810,103.82780370,-0.432,0.149
osm1366339511,1.26764510,103.82775820,-0.439,0.154
