osm_wid,osm_nid_1,osm_nid_2,linkuse,comment
w249846744,osm6198997576,osm1082877429,road,"Northeast 31st Street001.link1"
w249846744,osm6198997574,osm6198997576,road,"Northeast 31st Street001.link2"
w249846744,osm409460061,osm6198997574,road,"Northeast 31st Street001.link3"
w249846745,osm2563978893,osm1082881764,road,"tertiary_link004.link1"
w249846745,osm2563978889,osm2563978893,road,"tertiary_link004.link2"
w249846745,osm4274827329,osm2563978889,road,"tertiary_link004.link3"
w249846745,osm2563978891,osm4274827329,road,"tertiary_link004.link4"
w249846745,osm1082877435,osm2563978891,road,"tertiary_link004.link5"
w255157255,osm1491102454,osm357040781,road,"Northeast 36th Street002.link1"
w255157255,osm321548681,osm1491102454,road,"Northeast 36th Street002.link2"
w255157255,osm3679402919,osm321548681,road,"Northeast 36th Street002.link3"
w255157255,osm321548682,osm3679402919,road,"Northeast 36th Street002.link4"
w259271505,osm2493133613,osm53100935,road,"Northeast 51st Street003.link1"
w259271505,osm3222406596,osm2493133613,road,"Northeast 51st Street003.link2"
w259271505,osm334967225,osm3222406596,road,"Northeast 51st Street003.link3"
w259271505,osm7157423264,osm334967225,road,"Northeast 51st Street003.link4"
w259271505,osm7157423262,osm7157423264,road,"Northeast 51st Street003.link5"
w259271505,osm53191551,osm7157423262,road,"Northeast 51st Street003.link6"
w260308585,osm4049735544,osm321548679,road,"Northeast 36th Street003.link1"
w260308585,osm327748939,osm4049735544,road,"Northeast 36th Street003.link2"
w260308585,osm321548680,osm327748939,road,"Northeast 36th Street003.link3"
w260308585,osm3731157589,osm321548680,road,"Northeast 36th Street003.link4"
w260308585,osm357040781,osm3731157589,road,"Northeast 36th Street003.link5"
w260309184,osm6899437378,osm53247733,road,"150th Avenue Northeast001.link1"
w260309184,osm6378513308,osm6899437378,road,"150th Avenue Northeast001.link2"
w260309184,osm6047605263,osm6378513308,road,"150th Avenue Northeast001.link3"
w260309184,osm4278458237,osm6047605263,road,"150th Avenue Northeast001.link4"
w260309184,osm743394838,osm4278458237,road,"150th Avenue Northeast001.link5"
w260309184,osm4302836455,osm743394838,road,"150th Avenue Northeast001.link6"
w260309184,osm743394818,osm4302836455,road,"150th Avenue Northeast001.link7"
w260309184,osm743394908,osm743394818,road,"150th Avenue Northeast001.link8"
w317420241,osm2500883983,osm1082877387,road,"Northeast 36th Street004.link1"
w317420241,osm327750040,osm2500883983,road,"Northeast 36th Street004.link2"
w317420241,osm1488907728,osm327750040,road,"Northeast 36th Street004.link3"
w317420241,osm1738823908,osm1488907728,road,"Northeast 36th Street004.link4"
w317420241,osm4049735526,osm1738823908,road,"Northeast 36th Street004.link5"
w317420241,osm321548678,osm4049735526,road,"Northeast 36th Street004.link6"
w317420241,osm1491102457,osm321548678,road,"Northeast 36th Street004.link7"
w317420241,osm4049735528,osm1491102457,road,"Northeast 36th Street004.link8"
w317420241,osm321548679,osm4049735528,road,"Northeast 36th Street004.link9"
w317420285,osm1082877364,osm1835913814,road,"Northeast 36th Street005.link1"
w348129877,osm7157423208,osm3543342011,slowroad,"154th Place Northeast002.link1"
w348129877,osm3543342008,osm7157423208,slowroad,"154th Place Northeast002.link2"
w348129877,osm3543342004,osm3543342008,slowroad,"154th Place Northeast002.link3"
w348129877,osm3543342001,osm3543342004,slowroad,"154th Place Northeast002.link4"
w364210658,osm7173740739,osm53052405,road,"Northeast 51st Street004.link1"
w364210658,osm3682698109,osm7173740739,road,"Northeast 51st Street004.link2"
w364210659,osm53237530,osm3682698109,road,"Northeast 51st Street005.link1"
w364210659,osm53100935,osm53237530,road,"Northeast 51st Street005.link2"
w402083671,osm4045186098,osm1082877429,road,"Northeast 31st Street002.link1"
w402083671,osm1036683210,osm4045186098,road,"Northeast 31st Street002.link2"
w402083671,osm53183285,osm1036683210,road,"Northeast 31st Street002.link3"
w402083672,osm1036683207,osm4272236132,road,"Northeast 40th Street002.link1"
w428065544,osm4272141013,osm3054311159,road,"Northeast 51st Street006.link1"
w428065550,osm53206031,osm4272141007,road,"Northeast 51st Street007.link1"
w428065553,osm4272141010,osm53237529,road,"Northeast 51st Street008.link1"
w428065557,osm602854096,osm53052387,road,"Northeast 51st Street009.link1"
w428065563,osm7182602359,osm53220873,road,"Northeast 51st Street010.link1"
w428065563,osm3054311159,osm7182602359,road,"Northeast 51st Street010.link2"
w428065568,osm6898831317,osm4272141013,road,"Northeast 51st Street011.link1"
w428065568,osm6920416249,osm6898831317,road,"Northeast 51st Street011.link2"
w428065568,osm3054311158,osm6920416249,road,"Northeast 51st Street011.link3"
w428065568,osm7458566161,osm3054311158,road,"Northeast 51st Street011.link4"
w428065568,osm53237529,osm7458566161,road,"Northeast 51st Street011.link5"
w428065574,osm4272141009,osm4272141010,road,"Northeast 51st Street012.link1"
w428076506,osm6981833162,osm743394852,road,"Northeast 40th Street003.link1"
w428076506,osm4606062790,osm6981833162,road,"Northeast 40th Street003.link2"
w428076506,osm4272219831,osm4606062790,road,"Northeast 40th Street003.link3"
w428076507,osm6981833152,osm4272219829,road,"Northeast 40th Street004.link1"
w428076507,osm53247733,osm6981833152,road,"Northeast 40th Street004.link2"
w428076508,osm4488084045,osm281301770,road,"Northeast 40th Street005.link1"
w428076508,osm4272219829,osm4488084045,road,"Northeast 40th Street005.link2"
w428076509,osm4278458231,osm4272219828,road,"Northeast 40th Street006.link1"
w428076509,osm281301770,osm4278458231,road,"Northeast 40th Street006.link2"
w428076510,osm321709193,osm1105703434,road,"Northeast 40th Street007.link1"
w428076511,osm6938234756,osm53247733,road,"Northeast 40th Street008.link1"
w428076511,osm4856116761,osm6938234756,road,"Northeast 40th Street008.link2"
w428076511,osm4272219830,osm4856116761,road,"Northeast 40th Street008.link3"
w428076512,osm4045186149,osm4272219830,road,"Northeast 40th Street009.link1"
w428076512,osm4488084043,osm4045186149,road,"Northeast 40th Street009.link2"
w428076512,osm4856116757,osm4488084043,road,"Northeast 40th Street009.link3"
w428076512,osm743394852,osm4856116757,road,"Northeast 40th Street009.link4"
w428076514,osm3227263347,osm53220868,road,"Northeast 40th Street010.link1"
w428076514,osm4272219828,osm3227263347,road,"Northeast 40th Street010.link2"
w428078137,osm346078654,osm321709000,road,"Northeast 40th Street011.link1"
w428078140,osm321709000,osm4272236131,road,"Northeast 40th Street012.link1"
w428078147,osm767541804,osm2192655195,road,"Northeast 40th Street013.link1"
w428078147,osm4272236132,osm767541804,road,"Northeast 40th Street013.link2"
w430218369,osm4294894962,osm4294894960,road,"unclassified001.link1"
w465677944,osm7009961047,osm4606062793,slowroad,"residential001.link1"
w465677944,osm6693637494,osm7009961047,slowroad,"residential001.link2"
w465677944,osm4606062792,osm6693637494,slowroad,"residential001.link3"
w465677944,osm6956124766,osm4606062792,slowroad,"residential001.link4"
w465677944,osm6693637500,osm6956124766,slowroad,"residential001.link5"
w465677944,osm4606062791,osm6693637500,slowroad,"residential001.link6"
w465677944,osm6956124747,osm4606062791,slowroad,"residential001.link7"
w465677944,osm5674335724,osm6956124747,slowroad,"residential001.link8"
w465677944,osm6908967853,osm5674335724,slowroad,"residential001.link9"
w479825496,osm6378513290,osm743394908,slowroad,"150th Avenue Northeast002.link1"
w479825496,osm6629873616,osm6378513290,slowroad,"150th Avenue Northeast002.link2"
w479825496,osm6693637394,osm6629873616,slowroad,"150th Avenue Northeast002.link3"
w479825496,osm6693637397,osm6693637394,slowroad,"150th Avenue Northeast002.link4"
w479825496,osm2500884997,osm6693637397,slowroad,"150th Avenue Northeast002.link5"
w479825496,osm6693637404,osm2500884997,slowroad,"150th Avenue Northeast002.link6"
w479825496,osm2771871421,osm6693637404,slowroad,"150th Avenue Northeast002.link7"
w479825497,osm5935706766,osm4613004711,slowroad,"150th Avenue Northeast003.link1"
w479825497,osm5935706774,osm5935706766,slowroad,"150th Avenue Northeast003.link2"
w479825497,osm6372504742,osm5935706774,slowroad,"150th Avenue Northeast003.link3"
w479825497,osm5935706771,osm6372504742,slowroad,"150th Avenue Northeast003.link4"
w479825497,osm53248003,osm5935706771,slowroad,"150th Avenue Northeast003.link5"
w479825497,osm2493127394,osm53248003,slowroad,"150th Avenue Northeast003.link6"
w479825497,osm2493127393,osm2493127394,slowroad,"150th Avenue Northeast003.link7"
w479825498,osm2493127396,osm2493127393,slowroad,"150th Avenue Northeast004.link1"
w479825498,osm53248004,osm2493127396,slowroad,"150th Avenue Northeast004.link2"
w479825498,osm2493127392,osm53248004,slowroad,"150th Avenue Northeast004.link3"
w479825498,osm2493127390,osm2493127392,slowroad,"150th Avenue Northeast004.link4"
w479825498,osm2771890090,osm2493127390,slowroad,"150th Avenue Northeast004.link5"
w479825498,osm53248005,osm2771890090,slowroad,"150th Avenue Northeast004.link6"
w479825498,osm2493127395,osm53248005,slowroad,"150th Avenue Northeast004.link7"
w479825498,osm2493127397,osm2493127395,slowroad,"150th Avenue Northeast004.link8"
w479825498,osm53248008,osm2493127397,slowroad,"150th Avenue Northeast004.link9"
w479825498,osm743394899,osm53248008,slowroad,"150th Avenue Northeast004.link10"
w479825498,osm4273638413,osm743394899,slowroad,"150th Avenue Northeast004.link11"
w479825498,osm3054310632,osm4273638413,slowroad,"150th Avenue Northeast004.link12"
w479825498,osm3682699440,osm3054310632,slowroad,"150th Avenue Northeast004.link13"
w479825498,osm4278458262,osm3682699440,slowroad,"150th Avenue Northeast004.link14"
w479825498,osm53237529,osm4278458262,slowroad,"150th Avenue Northeast004.link15"
w620739070,osm1082877458,osm1082877406,road,"tertiary002.link1"
w620739070,osm4488084015,osm1082877458,road,"tertiary002.link2"
w620739070,osm2563978821,osm4488084015,road,"tertiary002.link3"
w620739070,osm4488084016,osm2563978821,road,"tertiary002.link4"
w620739070,osm1082877376,osm4488084016,road,"tertiary002.link5"
w620739070,osm1082877433,osm1082877376,road,"tertiary002.link6"
w620739071,osm1082877438,osm1082881766,road,"tertiary003.link1"
w620739071,osm4488084014,osm1082877438,road,"tertiary003.link2"
w620739071,osm1082877406,osm4488084014,road,"tertiary003.link3"
w620739072,osm1082877401,osm1082881763,road,"tertiary004.link1"
w620739072,osm4488084021,osm1082877401,road,"tertiary004.link2"
w620739072,osm1082881765,osm4488084021,road,"tertiary004.link3"
w620739072,osm4488084020,osm1082881765,road,"tertiary004.link4"
w620739072,osm1082877371,osm4488084020,road,"tertiary004.link5"
w620739072,osm1082881766,osm1082877371,road,"tertiary004.link6"
w622484099,osm4488084019,osm1082877399,road,"tertiary005.link1"
w622484099,osm1082881763,osm4488084019,road,"tertiary005.link2"
w622484100,osm1082881764,osm1082877433,road,"tertiary006.link1"
w622484101,osm2671019423,osm2671019420,slowroad,"Northeast 36th Street006.link1"
w622484101,osm6315562854,osm2671019423,slowroad,"Northeast 36th Street006.link2"
w622484101,osm336788603,osm6315562854,slowroad,"Northeast 36th Street006.link3"
w626734982,osm7164913126,osm332178949,road,"unclassified002.link1"
w626734982,osm5916721097,osm7164913126,road,"unclassified002.link2"
w626734982,osm6047169092,osm5916721097,road,"unclassified002.link3"
w626734982,osm5916721098,osm6047169092,road,"unclassified002.link4"
w626734982,osm5916721099,osm5916721098,road,"unclassified002.link5"
w626734982,osm5916721100,osm5916721099,road,"unclassified002.link6"
w626734982,osm5916721101,osm5916721100,road,"unclassified002.link7"
w626734982,osm5916721102,osm5916721101,road,"unclassified002.link8"
w626734982,osm5916721103,osm5916721102,road,"unclassified002.link9"
w626734982,osm7164913117,osm5916721103,road,"unclassified002.link10"
w626734982,osm5916721104,osm7164913117,road,"unclassified002.link11"
w626734982,osm5916721105,osm5916721104,road,"unclassified002.link12"
w626734982,osm6097094867,osm5916721105,road,"unclassified002.link13"
w626734982,osm5916721106,osm6097094867,road,"unclassified002.link14"
w626734982,osm5916721107,osm5916721106,road,"unclassified002.link15"
w626734982,osm5916721108,osm5916721107,road,"unclassified002.link16"
w626734982,osm5916721109,osm5916721108,road,"unclassified002.link17"
w626734982,osm5916721110,osm5916721109,road,"unclassified002.link18"
w642257868,osm53091627,osm53091624,road,"152nd Avenue Northeast002.link1"
w642257868,osm53091628,osm53091627,road,"152nd Avenue Northeast002.link2"
w642257868,osm2563978827,osm53091628,road,"152nd Avenue Northeast002.link3"
w642257869,osm53091624,osm6046905082,road,"152nd Avenue Northeast003.link1"
w642334934,osm7157423227,osm6047604769,slowroad,"Northeast 45th Court.link1"
w642334934,osm53191550,osm7157423227,slowroad,"Northeast 45th Court.link2"
w642334934,osm7157423228,osm53191550,slowroad,"Northeast 45th Court.link3"
w642334934,osm3734108617,osm7157423228,slowroad,"Northeast 45th Court.link4"
w642334934,osm1100843212,osm3734108617,slowroad,"Northeast 45th Court.link5"
w642334934,osm332178951,osm1100843212,slowroad,"Northeast 45th Court.link6"
w642334934,osm7164913123,osm332178951,slowroad,"Northeast 45th Court.link7"
w642334934,osm332178949,osm7164913123,slowroad,"Northeast 45th Court.link8"
w644726647,osm7157423207,osm3543342001,slowroad,"154th Place Northeast003.link1"
w644726647,osm3543342002,osm7157423207,slowroad,"154th Place Northeast003.link2"
w662136534,osm2563978877,osm2563978876,road,"Northeast 31st Street003.link1"
w662136534,osm6198997573,osm2563978877,road,"Northeast 31st Street003.link2"
w662136535,osm3934726662,osm6198997573,road,"Northeast 31st Street004.link1"
w662136535,osm6198997575,osm3934726662,road,"Northeast 31st Street004.link2"
w662136535,osm1082877429,osm6198997575,road,"Northeast 31st Street004.link3"
w662136537,osm409460061,osm6198997573,road,"tertiary_link005.link1"
w667785726,osm6252749494,osm6252749493,slowroad,"residential002.link1"
w683329732,osm2699075010,osm743394852,slowroad,"152nd Avenue Northeast004.link1"
w683329732,osm6981833165,osm2699075010,slowroad,"152nd Avenue Northeast004.link2"
w683329732,osm6047605246,osm6981833165,slowroad,"152nd Avenue Northeast004.link3"
w683329732,osm6047605189,osm6047605246,slowroad,"152nd Avenue Northeast004.link4"
w683329732,osm6977828918,osm6047605189,slowroad,"152nd Avenue Northeast004.link5"
w683329732,osm743394863,osm6977828918,slowroad,"152nd Avenue Northeast004.link6"
