osm_nid,lat,lng,x,z
osm53100129,47.48232010,-121.71323460,-2.145,0.367
osm53100130,47.48192350,-121.71324260,-2.190,0.368
osm53100132,47.48148230,-121.71324290,-2.239,0.368
osm6228615977,47.48139490,-121.71324490,-2.248,0.368
osm53063790,47.48189140,-121.74268930,-2.193,2.580
osm53101212,47.48370910,-121.74270330,-1.991,2.581
osm53102252,47.47759950,-121.73083440,-2.670,1.689
osm4335038615,47.47774890,-121.73074940,-2.654,1.683
osm4335038616,47.47791380,-121.73071800,-2.635,1.681
osm53102254,47.47806160,-121.73072750,-2.619,1.681
osm4335038646,47.47816520,-121.73075970,-2.607,1.684
osm53102256,47.47847380,-121.73095960,-2.573,1.699
osm4335038647,47.47867220,-121.73103960,-2.551,1.705
osm4335038636,47.47879780,-121.73110770,-2.537,1.710
osm4335038648,47.47888090,-121.73119430,-2.528,1.716
osm4335038617,47.47896660,-121.73134070,-2.518,1.727
osm53102257,47.47908520,-121.73161690,-2.505,1.748
osm534474006,47.47251230,-121.72335650,-3.236,1.128
osm534474007,47.47268110,-121.72332320,-3.217,1.125
osm534474014,47.47282270,-121.72326680,-3.202,1.121
osm4335038630,47.47293600,-121.72318480,-3.189,1.115
osm53104112,47.47306300,-121.72303190,-3.175,1.103
osm4335038649,47.47317630,-121.72283480,-3.162,1.088
osm534474023,47.47330100,-121.72268020,-3.148,1.077
osm7698164563,47.47333140,-121.72266200,-3.145,1.075
osm534474021,47.47341390,-121.72261270,-3.136,1.072
osm4335038629,47.47353970,-121.72253140,-3.122,1.066
osm534474022,47.47369130,-121.72249290,-3.105,1.063
osm53104113,47.47387400,-121.72251310,-3.085,1.064
osm534474019,47.47420910,-121.72258190,-3.047,1.069
osm534474020,47.47456100,-121.72260480,-3.008,1.071
osm4335038628,47.47485050,-121.72256900,-2.976,1.068
osm4335038627,47.47505500,-121.72253800,-2.953,1.066
osm534474018,47.47520100,-121.72256180,-2.937,1.068
osm534474025,47.47534250,-121.72261590,-2.921,1.072
osm534474017,47.47548400,-121.72273370,-2.906,1.081
osm53104115,47.47559290,-121.72285390,-2.894,1.090
osm2003328746,47.48414900,-121.71974490,-1.942,0.856
osm2003328776,47.48465290,-121.71985220,-1.886,0.864
osm2003328719,47.48488130,-121.71998090,-1.861,0.874
osm53109197,47.48555290,-121.71998280,-1.786,0.874
osm1305389486,47.47945400,-121.72723450,-2.464,1.419
osm6237367945,47.47965030,-121.72745660,-2.442,1.436
osm6237367944,47.47983030,-121.72759970,-2.422,1.446
osm1305389480,47.48002890,-121.72773020,-2.400,1.456
osm1305389487,47.48035020,-121.72785970,-2.365,1.466
osm1305389472,47.48090240,-121.72801290,-2.303,1.477
osm6237367943,47.48104450,-121.72804110,-2.287,1.480
osm1305389484,47.48118660,-121.72805060,-2.272,1.480
osm7257262350,47.48128380,-121.72803570,-2.261,1.479
osm1305389485,47.48146190,-121.72800850,-2.241,1.477
osm6237367942,47.48158800,-121.72801120,-2.227,1.477
osm6237367941,47.48171370,-121.72804750,-2.213,1.480
osm6237367938,47.48183970,-121.72810960,-2.199,1.485
osm53117436,47.48191700,-121.72817540,-2.190,1.490
osm6228575746,47.48450080,-121.71412600,-1.903,0.434
osm6228575748,47.48447550,-121.71432110,-1.906,0.449
osm6228575747,47.48444390,-121.71449200,-1.909,0.462
osm6228575750,47.48441490,-121.71463330,-1.913,0.472
osm6228575752,47.48440060,-121.71470670,-1.914,0.478
osm6228575755,47.48437580,-121.71476940,-1.917,0.483
osm6228575754,47.48434280,-121.71483350,-1.921,0.487
osm6228575753,47.48429770,-121.71489200,-1.926,0.492
osm53122280,47.48424370,-121.71495040,-1.932,0.496
osm53125063,47.47471290,-121.70600590,-2.991,-0.176
osm1762376471,47.47566590,-121.70603210,-2.885,-0.174
osm53125064,47.47650030,-121.70603840,-2.793,-0.173
osm53125068,47.49086160,-121.68936540,-1.196,-1.426
osm53125069,47.49116230,-121.68937630,-1.162,-1.425
osm53125071,47.49148410,-121.68949780,-1.126,-1.416
osm4357625876,47.49159870,-121.68956850,-1.114,-1.411
osm4928282554,47.49186300,-121.68973200,-1.084,-1.398
osm4928282553,47.49207910,-121.68979700,-1.060,-1.393
osm4928282552,47.49253540,-121.68982000,-1.010,-1.392
osm53125074,47.49314990,-121.68979010,-0.941,-1.394
osm4928282555,47.49453090,-121.68976840,-0.788,-1.396
osm53125077,47.49516230,-121.68977400,-0.717,-1.395
osm53100134,47.48050960,-121.71272850,-2.347,0.329
osm2003328764,47.48026530,-121.71230660,-2.374,0.298
osm1277840916,47.48015600,-121.71198980,-2.386,0.274
osm6228576057,47.48012520,-121.71183010,-2.390,0.262
osm2003328751,47.48010020,-121.71170020,-2.392,0.252
osm53132111,47.48008300,-121.71137890,-2.394,0.228
osm2003328775,47.48009890,-121.71097860,-2.392,0.198
osm1277840917,47.48016200,-121.71056800,-2.385,0.167
osm53132112,47.48033390,-121.70978670,-2.366,0.108
osm1277840918,47.48049350,-121.70919700,-2.349,0.064
